series,seriesLabel,wikipediaPage,image,startTime,follower,score,locations,countries,genres,maleCreatorsCount,femaleCreatorsCount,otherCreatorsCount
http://www.wikidata.org/entity/Q16863042,American Crime,https://en.wikipedia.org/wiki/American_Crime_(TV_series),,2015,33493,,California,United States of America,"crime film, LGBT-related television series",6,10,1
http://www.wikidata.org/entity/Q17014382,Transparent,https://en.wikipedia.org/wiki/Transparent_(TV_series),http://commons.wikimedia.org/wiki/Special:FilePath/Cast%20of%20Transparent.jpg,2014,52773,,Los Angeles,United States of America,"LGBT-related television series, comedy drama",0,2,1
http://www.wikidata.org/entity/Q39071657,Happy!,https://en.wikipedia.org/wiki/Happy!_(TV_series),,2017,13218,,,United States of America,fantasy television series,1,0,1
http://www.wikidata.org/entity/Q2296908,Strike Back,https://en.wikipedia.org/wiki/Strike_Back_(TV_series),,2010,,,,"United Kingdom, United States of America",action television series,14,0,1
http://www.wikidata.org/entity/Q19866736,The Real O’Neals,https://en.wikipedia.org/wiki/The_Real_O%27Neals,,2016,10400,,Chicago,United States of America,"LGBT-related television series, sitcom",2,0,1
http://www.wikidata.org/entity/Q17080059,Sense8,https://en.wikipedia.org/wiki/Sense8,,2015,316450,,"San Francisco, Berlin, Los Angeles, London, Mumbai, Chicago, Mexico City, Nairobi, Seoul",United States of America,"LGBT-related television series, drama television series, science fiction television program",6,1,2
http://www.wikidata.org/entity/Q16155320,Broad City,https://en.wikipedia.org/wiki/Broad_City,,2014,314730,,New York City,United States of America,"LGBT-related television series, American television sitcom",0,1,1
http://www.wikidata.org/entity/Q88102054,Feel Good,https://en.wikipedia.org/wiki/Feel_Good_(TV_series),,2020,,,Manchester,United Kingdom,comedy drama,0,0,1
http://www.wikidata.org/entity/Q64548780,"Dangerous Moms - Töten, kochen, putzen",https://en.wikipedia.org/wiki/Se%C3%B1oras_del_(h)AMPA,,2019,,,,Spain,"humorous fiction, drama fiction, thriller",0,0,1
http://www.wikidata.org/entity/Q107187600,Todo lo otro,https://en.wikipedia.org/wiki/Dafne_and_the_Rest,,2021,,,,Spain,drama film,0,0,1
http://www.wikidata.org/entity/Q56275505,Euphoria,https://en.wikipedia.org/wiki/Euphoria_(American_TV_series),,2019,1447128,70,,United States of America,"LGBT-related television series, teen drama television",2,0,1
http://www.wikidata.org/entity/Q110874594,Hollyoaks: IRL,https://en.wikipedia.org/wiki/Hollyoaks:_IRL,,2021,,,,United Kingdom,"factual television program, reality television",0,0,1
http://www.wikidata.org/entity/Q11572,Avatar – Der Herr der Elemente,https://en.wikipedia.org/wiki/Avatar:_The_Last_Airbender,http://commons.wikimedia.org/wiki/Special:FilePath/Avatar%20The%20Last%20Airbender%20logo.svg,2005,2850000,,,United States of America,"anime-influenced animation, comedy drama, children's television series, drama television series, action television series, adventure television series, fantasy television series, comedy television series",4,0,0
http://www.wikidata.org/entity/Q22998408,Babylon Berlin,https://en.wikipedia.org/wiki/Babylon_Berlin,http://commons.wikimedia.org/wiki/Special:FilePath/Babylon%20Berlin%20Premiere.jpg,2017,2787,,Berlin,Germany,"thriller television series, television series based on a novel, crime fiction, historical drama, period drama film",3,0,0
http://www.wikidata.org/entity/Q23815652,Charité,https://en.wikipedia.org/wiki/Charit%C3%A9_(TV_series),,2017,,,,Germany,"medical drama, drama television series",2,3,0
http://www.wikidata.org/entity/Q115516990,Bodies,https://en.wikipedia.org/wiki/Bodies_(2023_TV_series),,2023,,65,,United Kingdom,"crime fiction, science fiction television program, thriller",2,0,0
http://www.wikidata.org/entity/Q116386275,Those About to Die,https://en.wikipedia.org/wiki/Those_About_to_Die,,2024,,,,"Germany, Italy, United States of America",sword-and-sandal film,3,0,0
http://www.wikidata.org/entity/Q58200015,Beat,https://en.wikipedia.org/wiki/Beat_(TV_series),,2018,,,,Germany,thriller,1,0,0
http://www.wikidata.org/entity/Q1195674,Der Mann ohne Schatten,https://en.wikipedia.org/wiki/Der_Mann_ohne_Schatten,,1996,,,,Germany,crime film,1,0,0
http://www.wikidata.org/entity/Q1215262,Die Oliver Pocher Show,https://en.wikipedia.org/wiki/Die_Oliver_Pocher_Show,,2009,,,,Germany,late-night talk show,1,0,0
http://www.wikidata.org/entity/Q5226169,Lopez Tonight,https://en.wikipedia.org/wiki/Lopez_Tonight,,2009,,,,United States of America,,1,0,0
http://www.wikidata.org/entity/Q61670458,2025,https://en.wikipedia.org/wiki/2025_(TV_series),,2019,,,,Israel,reality show,2,0,0
http://www.wikidata.org/entity/Q2911055,The Vault,https://en.wikipedia.org/wiki/The_Vault_(game_show),,2002,,,,Israel,game show,1,0,0
http://www.wikidata.org/entity/Q18109823,The Lost Tomb,https://en.wikipedia.org/wiki/The_Lost_Tomb,,2015,,,,People's Republic of China,,1,0,0
http://www.wikidata.org/entity/Q530325,Siska,https://en.wikipedia.org/wiki/Siska_(TV_series),,1998,,,,Germany,crime film,1,0,0
http://www.wikidata.org/entity/Q17126274,Houdini,https://en.wikipedia.org/wiki/Houdini_(miniseries),,2014,,,,United States of America,"historical drama, film based on book",2,0,0
http://www.wikidata.org/entity/Q1774442,Klimawechsel,https://en.wikipedia.org/wiki/Klimawechsel,,2010,,,,Germany,,0,1,0
http://www.wikidata.org/entity/Q1776844,Knallerfrauen,https://en.wikipedia.org/wiki/Knallerfrauen,,2011,,,,Germany,German television comedy,0,1,0
http://www.wikidata.org/entity/Q28090457,Specialisté,https://en.wikipedia.org/wiki/Specialist%C3%A9,,2017,,,,Czech Republic,"thriller film, crime film, crime novel, drama",40,9,0
http://www.wikidata.org/entity/Q47087923,Dogs of Berlin,https://en.wikipedia.org/wiki/Dogs_of_Berlin,,2018,,,Berlin,Germany,"crime television series, drama television series",1,0,0
http://www.wikidata.org/entity/Q75625798,Vienna Blood,https://en.wikipedia.org/wiki/Vienna_Blood_(TV_series),,2019,,,,"United Kingdom, Austria","television series based on a novel, crime film",3,0,0
http://www.wikidata.org/entity/Q1671533,Into the West – In den Westen,https://en.wikipedia.org/wiki/Into_the_West_(miniseries),,2005,,,,United States of America,western television program,1,0,0
http://www.wikidata.org/entity/Q565293,Anne Frank,https://en.wikipedia.org/wiki/Anne_Frank:_The_Whole_Story,,2001,,,,"Czech Republic, United States of America","war television series, film based on book, biographical film, drama television series, war film, drama film",2,0,0
http://www.wikidata.org/entity/Q65070357,Stateless,https://en.wikipedia.org/wiki/Stateless_(TV_series),,2020,,,,Australia,"drama television series, drama film",1,2,0
http://www.wikidata.org/entity/Q2414690,True Justice,https://en.wikipedia.org/wiki/True_Justice,,2011,,,Seattle,United States of America,police procedural,1,0,0
http://www.wikidata.org/entity/Q108314555,Colin in Black & White,https://en.wikipedia.org/wiki/Colin_in_Black_%26_White,,2021,,,,United States of America,,1,1,0
http://www.wikidata.org/entity/Q7167661,Percy tårar,https://en.wikipedia.org/wiki/Percy_t%C3%A5rar,,1996,,,,Sweden,comedy,7,0,0
http://www.wikidata.org/entity/Q209878,Rom,https://en.wikipedia.org/wiki/Rome_(TV_series),http://commons.wikimedia.org/wiki/Special:FilePath/Forum%20Romanum%20panorama%202.jpg,2005,,,Rome,"United Kingdom, Italy, United States of America","historical television series, historical drama, drama television series",5,0,0
http://www.wikidata.org/entity/Q2440260,Tom und das Erdbeermarmeladebrot mit Honig,https://en.wikipedia.org/wiki/Tom_und_das_Erdbeermarmeladebrot_mit_Honig,,2005,,,,Germany,,1,0,0
http://www.wikidata.org/entity/Q1115539,Commissario Laurenti,https://en.wikipedia.org/wiki/Commissario_Laurenti,,2006,,,,Germany,crime television series,1,0,0
http://www.wikidata.org/entity/Q2206328,SK-Babies,https://en.wikipedia.org/wiki/SK-Babies,,1996,,,,Germany,action television series,1,0,0
http://www.wikidata.org/entity/Q28344686,Einstein,https://en.wikipedia.org/wiki/Einstein_(German_TV_series),,2017,,,"Bochum, Ruhr University Bochum",Germany,crime comedy film,6,0,0
http://www.wikidata.org/entity/Q41904338,Professor T,https://en.wikipedia.org/wiki/Professor_T._(German_TV_series),http://commons.wikimedia.org/wiki/Special:FilePath/2017-11-03%20Setbesuch%20Professor%20T%20ZDF%20Krimiserie-4218.jpg,2017,,,University of Cologne,Germany,detective television series,1,0,0
http://www.wikidata.org/entity/Q1268353,Katrin ist die Beste,https://en.wikipedia.org/wiki/Katrin_ist_die_Beste,,1997,,,,Germany,,1,0,0
http://www.wikidata.org/entity/Q2581616,Willkommen bei Mario Barth,https://en.wikipedia.org/wiki/Willkommen_bei_Mario_Barth,,2009,,,,Germany,entertainment television program,1,0,0
http://www.wikidata.org/entity/Q2450509,Trautmann,https://en.wikipedia.org/wiki/Trautmann_(TV_series),,2000,,,,Austria,,1,0,0
http://www.wikidata.org/entity/Q2238580,Schlawiner,https://en.wikipedia.org/wiki/Schlawiner,,2011,,,,Austria,German television comedy,1,0,0
http://www.wikidata.org/entity/Q7734937,The Fosters,https://en.wikipedia.org/wiki/The_Fosters_(American_TV_series),,2013,,,Los Angeles,United States of America,"LGBT-related television series, drama television series",6,1,0
http://www.wikidata.org/entity/Q1717592,Weltberühmt in Österreich – 50 Jahre Austropop,https://en.wikipedia.org/wiki/Weltber%C3%BChmt_in_%C3%96sterreich_%E2%80%93_50_Jahre_Austropop,,2006,,,,Austria,documentary film,1,0,0
http://www.wikidata.org/entity/Q551934,Der Clown,https://en.wikipedia.org/wiki/Der_Clown,,1996,,,,Germany,action television series,1,0,0
http://www.wikidata.org/entity/Q637294,Lasko – Die Faust Gottes,https://en.wikipedia.org/wiki/Lasko_%E2%80%93_Die_Faust_Gottes,,2009,,,,Germany,action television series,1,0,0
http://www.wikidata.org/entity/Q156155,Alarm für Cobra 11 – Die Autobahnpolizei,https://en.wikipedia.org/wiki/Alarm_for_Cobra_11_%E2%80%93_The_Highway_Police,http://commons.wikimedia.org/wiki/Special:FilePath/Alarm%20f%C3%BCr%20cobra%2011.png,1996,,,,Germany,"action television series, crime television series, drama television series",2,0,0
http://www.wikidata.org/entity/Q3745962,Kreativ sein ist alles,https://en.wikipedia.org/wiki/Fired_Up_(TV_series),,1997,,,New York City,United States of America,sitcom,0,1,0
http://www.wikidata.org/entity/Q113903645,Quantum Leap,https://en.wikipedia.org/wiki/Quantum_Leap_(2022_TV_series),,2022,,,,United States of America,"alternate history television series, science fiction television program",2,2,0
http://www.wikidata.org/entity/Q46034734,Carnival Row,https://en.wikipedia.org/wiki/Carnival_Row,,2019,20356,,,United States of America,"fantasy television series, detective television series, neo-noir, drama television series, urban fantasy, steampunk",5,1,0
http://www.wikidata.org/entity/Q110761770,Neue Geschichten vom Pumuckl,https://en.wikipedia.org/wiki/Neue_Geschichten_vom_Pumuckl,,2023,,,,Germany,family television series,2,1,0
http://www.wikidata.org/entity/Q949145,"Mensch, Pia!","https://en.wikipedia.org/wiki/Mensch,_Pia!",,1996,,,,Germany,drama,0,2,0
http://www.wikidata.org/entity/Q1774598,Klinikum Berlin Mitte – Leben in Bereitschaft,https://en.wikipedia.org/wiki/Klinikum_Berlin_Mitte_%E2%80%93_Leben_in_Bereitschaft,,2000,,,,Germany,drama,4,1,0
http://www.wikidata.org/entity/Q1978429,Nesthocker – Familie zu verschenken,https://en.wikipedia.org/wiki/Nesthocker_%E2%80%93_Familie_zu_verschenken,,2000,,,,Germany,family television series,1,0,0
http://www.wikidata.org/entity/Q29960569,4 Blocks,https://en.wikipedia.org/wiki/4_Blocks,,2017,,,,Germany,drama film,4,0,0
http://www.wikidata.org/entity/Q108824520,The Billion Dollar Code,https://en.wikipedia.org/wiki/The_Billion_Dollar_Code,,2021,,,,Germany,"crime film, thriller, drama film, biography",2,0,0
http://www.wikidata.org/entity/Q29000995,Das Boot,https://en.wikipedia.org/wiki/Das_Boot_(2018_TV_series),,2018,,,,Germany,,3,0,0
http://www.wikidata.org/entity/Q151615,Hausmeister Krause – Ordnung muss sein,https://en.wikipedia.org/wiki/Hausmeister_Krause_%E2%80%93_Ordnung_muss_sein,,1999,,,,Germany,sitcom,1,0,0
http://www.wikidata.org/entity/Q15805885,Die schlechtesten Filme aller Zeiten,https://en.wikipedia.org/wiki/SchleFaZ,,2013,22227,,,Germany,satire,1,0,0
http://www.wikidata.org/entity/Q2669902,Das Geheimnis von Pasadena,https://en.wikipedia.org/wiki/Pasadena_(TV_series),,2001,,,Los Angeles,United States of America,soap opera,10,3,0
http://www.wikidata.org/entity/Q29474217,Genius,https://en.wikipedia.org/wiki/Genius_(American_TV_series),,2017,82854,,Prague,United States of America,television documentary,4,0,0
http://www.wikidata.org/entity/Q218000,Parenthood,https://en.wikipedia.org/wiki/Parenthood_(2010_TV_series),,2010,,,California,United States of America,"LGBT-related television series, drama television series, comedy drama",2,0,0
http://www.wikidata.org/entity/Q25209034,Godless,https://en.wikipedia.org/wiki/Godless_(miniseries),,2017,3745,,,United States of America,"western television program, drama television series",2,0,0
http://www.wikidata.org/entity/Q120667207,Command Z,https://en.wikipedia.org/wiki/Command_Z,,2023,,,,United States of America,comedy television series,3,0,0
http://www.wikidata.org/entity/Q43541058,Mosaic,https://en.wikipedia.org/wiki/Mosaic_(murder_mystery),,2018,,,,United States of America,"interactive film, drama television series",2,0,0
http://www.wikidata.org/entity/Q15072827,K Street,https://en.wikipedia.org/wiki/K_Street_(TV_series),,2003,,,"Washington, D.C.",United States of America,drama television series,1,0,0
http://www.wikidata.org/entity/Q16943599,The Knick,https://en.wikipedia.org/wiki/The_Knick,http://commons.wikimedia.org/wiki/Special:FilePath/Theknick.svg,2014,26048,78,New York City,United States of America,period drama film,1,0,0
http://www.wikidata.org/entity/Q1101465,The Confession – Die Beichte,https://en.wikipedia.org/wiki/The_Confession_(TV_series),,2011,,,,United States of America,"thriller, drama",1,0,0
http://www.wikidata.org/entity/Q111970110,"Die verrückte Geschichte der Welt, Teil II","https://en.wikipedia.org/wiki/History_of_the_World,_Part_II",,2023,,,,United States of America,"historical fiction, sketch comedy, comedy film, parody",1,0,0
http://www.wikidata.org/entity/Q97575915,Biohackers,https://en.wikipedia.org/wiki/Biohackers,,2020,,,,Germany,"techno-thriller, science fiction television program, drama film",3,2,0
http://www.wikidata.org/entity/Q2118281,Pumuckls Abenteuer,https://en.wikipedia.org/wiki/Pumuckls_Abenteuer,,1999,,,,Germany,,0,1,0
http://www.wikidata.org/entity/Q420702,Die Firma,https://en.wikipedia.org/wiki/The_Firm_(2012_TV_series),,2012,,,"Washington, D.C.","United States of America, Canada",drama television series,1,0,0
http://www.wikidata.org/entity/Q1659301,Im Angesicht des Verbrechens,https://en.wikipedia.org/wiki/Im_Angesicht_des_Verbrechens,,2010,,,Berlin,Germany,crime television series,2,0,0
http://www.wikidata.org/entity/Q15072803,Chasing Life,https://en.wikipedia.org/wiki/Chasing_Life,,2014,,,,United States of America,"LGBT-related television series, drama television series",2,0,0
http://www.wikidata.org/entity/Q1066201,Make It or Break It,https://en.wikipedia.org/wiki/Make_It_or_Break_It,,2009,,,,United States of America,"drama television series, sitcom",2,1,0
http://www.wikidata.org/entity/Q23823,Das Leben ist zu kurz,https://en.wikipedia.org/wiki/Life%27s_Too_Short_(TV_series),,2011,,,,"United Kingdom, United States of America","mockumentary, sitcom",3,0,0
http://www.wikidata.org/entity/Q323927,Familie Dr. Kleist,https://en.wikipedia.org/wiki/Circle_of_Life_(TV_series),,2004,,,,Germany,,0,1,0
http://www.wikidata.org/entity/Q16537683,Doc meets Dorf,https://en.wikipedia.org/wiki/Doc_meets_Dorf,,2013,,,,Germany,drama,0,1,0
http://www.wikidata.org/entity/Q60746841,Das Rad der Zeit,https://en.wikipedia.org/wiki/The_Wheel_of_Time_(TV_series),,2021,124902,,,United States of America,"television series based on a novel, fantasy television series",1,1,0
http://www.wikidata.org/entity/Q22906308,Altered Carbon – Das Unsterblichkeitsprogramm,https://en.wikipedia.org/wiki/Altered_Carbon_(TV_series),,2018,39422,,,United States of America,"television series based on a novel, crime television series, action television series, cyberpunk",7,2,0
http://www.wikidata.org/entity/Q2144289,Rent a Pocher,https://en.wikipedia.org/wiki/Rent_a_Pocher,,2003,,,,Germany,German television comedy,1,0,0
http://www.wikidata.org/entity/Q1254022,"Dr. Psycho – Die Bösen, die Bullen, meine Frau und ich","https://en.wikipedia.org/wiki/Dr._Psycho_%E2%80%93_Die_B%C3%B6sen,_die_Bullen,_meine_Frau_und_ich",,2007,,,,Germany,German television comedy,1,0,0
http://www.wikidata.org/entity/Q1545694,Stromberg,https://en.wikipedia.org/wiki/Stromberg_(TV_series),,2004,,,,Germany,mockumentary,1,0,0
http://www.wikidata.org/entity/Q464709,Schulmädchen,https://en.wikipedia.org/wiki/Schulm%C3%A4dchen,,2002,,,,Germany,,1,0,0
http://www.wikidata.org/entity/Q553027,Doctor’s Diary,https://en.wikipedia.org/wiki/Doctor%27s_Diary,,2008,,,,"Germany, Austria","medical drama, comedy drama",1,0,0
http://www.wikidata.org/entity/Q699955,Türkisch für Anfänger,https://en.wikipedia.org/wiki/T%C3%BCrkisch_f%C3%BCr_Anf%C3%A4nger,,2006,,,,Germany,"culture clash comedy, comedy drama",1,0,0
http://www.wikidata.org/entity/Q122773390,Die Löwen von Sizilien,https://en.wikipedia.org/wiki/The_Lions_of_Sicily,,2023,,,,"Italy, United States of America",historical drama,1,0,0
http://www.wikidata.org/entity/Q3614200,Amiche mie,https://en.wikipedia.org/wiki/Amiche_mie,,2008,,,,Italy,comedy,1,0,0
http://www.wikidata.org/entity/Q5307144,Drew Carey's Green Screen Show,https://en.wikipedia.org/wiki/Drew_Carey%27s_Green_Screen_Show,,2004,,,,United States of America,,5,1,0
http://www.wikidata.org/entity/Q84079001,Alex Rider,https://en.wikipedia.org/wiki/Alex_Rider_(TV_series),,2020,10237,,"London, French Alps","United Kingdom, United States of America","television series based on a novel, thriller television series, espionage television series, drama television series, action television series",3,0,0
http://www.wikidata.org/entity/Q117954709,Der Greif,https://en.wikipedia.org/wiki/The_Gryphon_(TV_series),,2023,,,,Germany,"film based on literature, fantasy",3,1,0
http://www.wikidata.org/entity/Q126946232,The Agency,https://en.wikipedia.org/wiki/The_Agency_(2024_TV_series),,2024,,,London,"France, United States of America","thriller television series, espionage television series, political drama, drama television series",5,1,0
http://www.wikidata.org/entity/Q125570544,M. Son of the Century,https://en.wikipedia.org/wiki/M._Son_of_the_Century_(TV_series),,2024,,,,"France, Italy","biographical drama film, historical drama",3,0,0
http://www.wikidata.org/entity/Q558112,Black Mirror,https://en.wikipedia.org/wiki/Black_Mirror,,2011,511355,,,United Kingdom,"dystopian television series, LGBT-related television series, thriller television series, drama fiction, drama television series, science fiction television program, thriller, satire, science fiction, anthology series",19,3,0
http://www.wikidata.org/entity/Q491683,To the Beautiful You,https://en.wikipedia.org/wiki/To_the_Beautiful_You,,2012,,,,South Korea,romance television series,0,1,0
http://www.wikidata.org/entity/Q24297601,Krypton,https://en.wikipedia.org/wiki/Krypton_(TV_series),,2018,20876,,"Kandor, Krypton",United States of America,"superhero television program, adventure television series, action television series, science fiction television program",11,2,0
http://www.wikidata.org/entity/Q24079247,The Arrangement,https://en.wikipedia.org/wiki/The_Arrangement_(2017_TV_series),,2017,,,Los Angeles,United States of America,drama film,4,1,0
http://www.wikidata.org/entity/Q180228,Smallville,https://en.wikipedia.org/wiki/Smallville,,2001,,,"Smallville, Earth-167",United States of America,"superhero television program, drama television series, teen drama television, science fiction television program",13,4,0
http://www.wikidata.org/entity/Q104213753,Tribes of Europa,https://en.wikipedia.org/wiki/Tribes_of_Europa,,2021,,,,Germany,"post-apocalyptic television series, dystopian television series, science fiction television program",1,1,0
http://www.wikidata.org/entity/Q589187,Sliders – Das Tor in eine fremde Dimension,https://en.wikipedia.org/wiki/Sliders_(TV_series),,1995,,,"San Francisco, Los Angeles",United States of America,"alternate history television series, science fiction television program",33,1,0
http://www.wikidata.org/entity/Q16886598,Kidding,https://en.wikipedia.org/wiki/Kidding,,2018,23700,,,United States of America,comedy drama,1,0,0
http://www.wikidata.org/entity/Q101116124,Spy City,https://en.wikipedia.org/wiki/Spy_City,,2020,,72,,"Czech Republic, Germany, United Kingdom, United States of America","thriller television series, espionage television series, drama television series",2,0,0
http://www.wikidata.org/entity/Q92941669,Pretty Little Liars,https://en.wikipedia.org/wiki/Pretty_Little_Liars_(Indonesian_TV_series),http://commons.wikimedia.org/wiki/Special:FilePath/Pretty%20Little%20Liars%20Logo.png,2020,,,,Indonesia,"crime fiction, mystery film, romance novel, teen drama television, thriller",1,0,0
http://www.wikidata.org/entity/Q2314395,Spuk im Reich der Schatten,https://en.wikipedia.org/wiki/Spuk_im_Reich_der_Schatten,,2000,,,,Germany,children's television series,1,0,0
http://www.wikidata.org/entity/Q2314385,Spuk am Tor der Zeit,https://en.wikipedia.org/wiki/Spuk_am_Tor_der_Zeit,,2002,,,Roggelin,Germany,children's television series,2,0,0
http://www.wikidata.org/entity/Q989862,Spuk aus der Gruft,https://en.wikipedia.org/wiki/Spuk_aus_der_Gruft,,1999,,,,Germany,children's television series,1,0,0
http://www.wikidata.org/entity/Q737343,Crusade,https://en.wikipedia.org/wiki/Crusade_(TV_series),,1999,,,,United States of America,science fiction television program,1,0,0
http://www.wikidata.org/entity/Q751059,Jeremiah – Krieger des Donners,https://en.wikipedia.org/wiki/Jeremiah_(TV_series),,2002,,,,"United States of America, Canada","post-apocalyptic television series, science fiction television program",1,0,0
http://www.wikidata.org/entity/Q22905755,Roots,https://en.wikipedia.org/wiki/Roots_(2016_miniseries),,2016,,,,United States of America,"television series based on a novel, historical fiction",5,0,0
http://www.wikidata.org/entity/Q210676,Nashville,https://en.wikipedia.org/wiki/Nashville_(2012_TV_series),,2012,271042,,,United States of America,"LGBT-related television series, comedy drama",9,2,0
http://www.wikidata.org/entity/Q3290757,Marguerite Volant,https://en.wikipedia.org/wiki/Marguerite_Volant,,1996,,,,Canada,,2,1,0
http://www.wikidata.org/entity/Q1079,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad,http://commons.wikimedia.org/wiki/Special:FilePath/Breaking%20Bad%20logo.svg,2008,1473804,,"New Hampshire, Albuquerque",United States of America,"crime television series, western television program, psychological thriller, drama television series, black comedy, tragedy, neo-Western, thriller television series",22,3,0
http://www.wikidata.org/entity/Q114152662,Constellation,https://en.wikipedia.org/wiki/Constellation_(TV_series),,2024,,,,"Germany, United Kingdom, France, United States of America",psychological thriller,2,1,0
http://www.wikidata.org/entity/Q20743300,Vinyl,https://en.wikipedia.org/wiki/Vinyl_(TV_series),,2016,32862,,New York City,United States of America,drama television series,4,0,0
http://www.wikidata.org/entity/Q17266733,American Odyssey,https://en.wikipedia.org/wiki/American_Odyssey,,2015,,,,United States of America,"thriller television series, drama television series",1,0,0
http://www.wikidata.org/entity/Q3241489,Line of Fire,https://en.wikipedia.org/wiki/Line_of_Fire_(2003_TV_series),,2003,,,Virginia,United States of America,"detective television series, crime television series, drama television series",6,1,0
http://www.wikidata.org/entity/Q2662205,The Philanthropist,https://en.wikipedia.org/wiki/The_Philanthropist_(TV_series),,2009,,,South Africa,"Czech Republic, United Kingdom, United States of America","adventure television series, drama television series, action television series",9,0,0
http://www.wikidata.org/entity/Q7948214,WCW Prime,https://en.wikipedia.org/wiki/WCW_Prime,,1995,,,,United States of America,,0,0,0
http://www.wikidata.org/entity/Q7831274,Tracey Ullman’s State of the Union,https://en.wikipedia.org/wiki/Tracey_Ullman%27s_State_of_the_Union,,2008,,,,United States of America,,1,1,0
http://www.wikidata.org/entity/Q6816209,Der Mann an sich ...,https://en.wikipedia.org/wiki/Men_Behaving_Badly_(American_TV_series),,1996,,,,United States of America,sitcom,1,0,0
http://www.wikidata.org/entity/Q3535963,Townies,https://en.wikipedia.org/wiki/Townies,,1996,,,Massachusetts,United States of America,sitcom,1,1,0
http://www.wikidata.org/entity/Q107660171,Die Professorin,https://en.wikipedia.org/wiki/The_Chair_(2021_TV_series),,2021,,,Pembroke University,United States of America,comedy drama,0,2,0
http://www.wikidata.org/entity/Q16237376,Criss Angel Magic,https://en.wikipedia.org/wiki/Criss_Angel_Believe_(TV_series),,2013,,,Las Vegas Valley,United States of America,reality television,1,0,0
http://www.wikidata.org/entity/Q500769,"Voll daneben, voll im Leben",https://en.wikipedia.org/wiki/Freaks_and_Geeks,http://commons.wikimedia.org/wiki/Special:FilePath/Freaks%20and%20Geeks%20%28Amblin%20television%20series%20logo%29.svg,1999,,,,United States of America,"coming-of-age television program, historical drama, comedy drama, teen drama television, comedy film",9,2,0
http://www.wikidata.org/entity/Q2376540,Tess of the D'Urbervilles,https://en.wikipedia.org/wiki/Tess_of_the_D%27Urbervilles_(2008_TV_serial),,2008,,,,United Kingdom,"television series based on a novel, drama television series",1,0,0
http://www.wikidata.org/entity/Q1757847,Klovn,https://en.wikipedia.org/wiki/Klovn,,2005,,,Frederiksberg,Denmark,sitcom,5,0,0
http://www.wikidata.org/entity/Q16836634,Babylon,https://en.wikipedia.org/wiki/Babylon_(TV_series),,2014,,,,United Kingdom,drama television series,1,0,0
http://www.wikidata.org/entity/Q106362893,Pistol,https://en.wikipedia.org/wiki/Pistol_(miniseries),http://commons.wikimedia.org/wiki/Special:FilePath/Thesexpistols-logo.svg,2022,,,,"United Kingdom, United States of America",biographical film,3,0,0
http://www.wikidata.org/entity/Q30601658,Trust (Serie),https://en.wikipedia.org/wiki/Trust_(American_TV_series),,2018,2657,,,United States of America,"drama television series, anthology series",2,0,0
http://www.wikidata.org/entity/Q19593680,Baskets,https://en.wikipedia.org/wiki/Baskets_(TV_series),,2016,23949,,California,United States of America,"LGBT-related television series, comedy television series",3,0,0
http://www.wikidata.org/entity/Q30325510,"Alex, Inc.","https://en.wikipedia.org/wiki/Alex,_Inc.",,2018,4473,,,United States of America,sitcom,3,0,0
http://www.wikidata.org/entity/Q113040143,Sherwood,https://en.wikipedia.org/wiki/Sherwood_(2022_TV_series),,2022,,,Nottinghamshire,United Kingdom,"thriller, drama film",1,0,0
http://www.wikidata.org/entity/Q7881004,Uma Aventura,https://en.wikipedia.org/wiki/Uma_Aventura,,2000,,,,Portugal,,1,0,0
http://www.wikidata.org/entity/Q776183,China's Got Talent,https://en.wikipedia.org/wiki/China%27s_Got_Talent,,2010,,,,People's Republic of China,reality television,1,0,0
http://www.wikidata.org/entity/Q1522189,Unsere kleine Moschee,https://en.wikipedia.org/wiki/Little_Mosque_on_the_Prairie,,2007,,,,Canada,comedy television series,0,1,0
http://www.wikidata.org/entity/Q981135,Tarzan – Die Rückkehr,https://en.wikipedia.org/wiki/Tarzan:_The_Epic_Adventures,,1996,,,,United States of America,fantasy television series,1,0,0
http://www.wikidata.org/entity/Q104812595,I Hate Suzie,https://en.wikipedia.org/wiki/I_Hate_Suzie,,2020,,,,United Kingdom,black comedy,0,2,0
http://www.wikidata.org/entity/Q23647166,Timeless,https://en.wikipedia.org/wiki/Timeless_(TV_series),,2016,,,,United States of America,"drama television series, science fiction television program, action television series",2,0,0
http://www.wikidata.org/entity/Q116909156,The Night Agent,https://en.wikipedia.org/wiki/The_Night_Agent,,2023,,,,United States of America,"thriller television series, mystery television series, television series based on a novel",1,0,0
http://www.wikidata.org/entity/Q1321071,Last Resort,https://en.wikipedia.org/wiki/Last_Resort_(TV_series),,2012,,,,United States of America,drama television series,1,0,0
http://www.wikidata.org/entity/Q2296287,The Chicago Code,https://en.wikipedia.org/wiki/The_Chicago_Code,,2011,,,Chicago,United States of America,crime film,1,0,0
http://www.wikidata.org/entity/Q265152,The Shield – Gesetz der Gewalt,https://en.wikipedia.org/wiki/The_Shield,,2002,,,Los Angeles,United States of America,"police procedural, detective fiction, crime television series",1,0,0
http://www.wikidata.org/entity/Q1397872,Fat Actress,https://en.wikipedia.org/wiki/Fat_Actress,,2005,,,,United States of America,American television sitcom,1,1,0
